1013,屏東縣,53299,其他鰆類,99,29590.2771
1013,屏東縣,53299,其他鰆類,100,51717.3003
1013,屏東縣,53299,其他鰆類,101,96750.7864
1013,屏東縣,53299,其他鰆類,102,92290.32475
1013,屏東縣,53299,其他鰆類,103,133656.9922
1013,屏東縣,53299,其他鰆類,104,57990.12824
1013,屏東縣,53299,其他鰆類,105,79757.961
1013,屏東縣,53299,其他鰆類,106,101279.3155
1013,屏東縣,53301,長鰭鮪,92,4725.3645
1013,屏東縣,53301,長鰭鮪,93,3185.1883
1013,屏東縣,53301,長鰭鮪,94,3400.9095
1013,屏東縣,53301,長鰭鮪,95,11752.7922
1013,屏東縣,53301,長鰭鮪,96,13559.04
1013,屏東縣,53301,長鰭鮪,97,17386.4741
1013,屏東縣,53301,長鰭鮪,98,12133.8368
1013,屏東縣,53301,長鰭鮪,99,15322.1136
1013,屏東縣,53301,長鰭鮪,100,14725.1309
1013,屏東縣,53301,長鰭鮪,101,62043.18577
1013,屏東縣,53301,長鰭鮪,102,39321.92444
1013,屏東縣,53301,長鰭鮪,103,22591.43006
1013,屏東縣,53301,長鰭鮪,104,89410.25982
1013,屏東縣,53301,長鰭鮪,105,172346.868
1013,屏東縣,53301,長鰭鮪,106,184108.5142
1013,屏東縣,53302,大目鮪,92,211103.99
1013,屏東縣,53302,大目鮪,93,138528.432
1013,屏東縣,53302,大目鮪,94,130695.6624
1013,屏東縣,53302,大目鮪,95,92585.493
1013,屏東縣,53302,大目鮪,96,82123.9198
1013,屏東縣,53302,大目鮪,97,45320.72959
1013,屏東縣,53302,大目鮪,98,53169.8794
1013,屏東縣,53302,大目鮪,99,20500.7505
1013,屏東縣,53302,大目鮪,100,31943.153
1013,屏東縣,53302,大目鮪,101,138715.61
1013,屏東縣,53302,大目鮪,102,92413.35623
1013,屏東縣,53302,大目鮪,103,123383.89
1013,屏東縣,53302,大目鮪,104,150888.0741
1013,屏東縣,53302,大目鮪,105,140806.984
1013,屏東縣,53302,大目鮪,106,267669.5658
1013,屏東縣,53303,黃鰭鮪,92,1194662.484
1013,屏東縣,53303,黃鰭鮪,93,977591.87
1013,屏東縣,53303,黃鰭鮪,94,943032.3874
1013,屏東縣,53303,黃鰭鮪,95,820338.2387
1013,屏東縣,53303,黃鰭鮪,96,817694.2918
1013,屏東縣,53303,黃鰭鮪,97,899401.5954
1013,屏東縣,53303,黃鰭鮪,98,1085137.619
1013,屏東縣,53303,黃鰭鮪,99,1248586.136
1013,屏東縣,53303,黃鰭鮪,100,1239645.907
1013,屏東縣,53303,黃鰭鮪,101,754926.542
1013,屏東縣,53303,黃鰭鮪,102,578901.8675
1013,屏東縣,53303,黃鰭鮪,103,516609.9078
1013,屏東縣,53303,黃鰭鮪,104,596458.9604
1013,屏東縣,53303,黃鰭鮪,105,678363.246
1013,屏東縣,53303,黃鰭鮪,106,1304386.687
1013,屏東縣,53304,太平洋黑鮪,92,536098.59
1013,屏東縣,53304,太平洋黑鮪,93,802124.9115
1013,屏東縣,53304,太平洋黑鮪,94,656088.9382
1013,屏東縣,53304,太平洋黑鮪,95,528783.8926
1013,屏東縣,53304,太平洋黑鮪,96,552689.2312
1013,屏東縣,53304,太平洋黑鮪,97,438663.9768
1013,屏東縣,53304,太平洋黑鮪,98,387419.3285
1013,屏東縣,53304,太平洋黑鮪,99,229183.2476
1013,屏東縣,53304,太平洋黑鮪,100,191898.195
1013,屏東縣,53304,太平洋黑鮪,101,161550.3572
1013,屏東縣,53304,太平洋黑鮪,102,57624.91749
1013,屏東縣,53304,太平洋黑鮪,103,60304.10151
1013,屏東縣,53304,太平洋黑鮪,104,56310.01034
1013,屏東縣,53304,太平洋黑鮪,105,35708.66
1013,屏東縣,53304,太平洋黑鮪,106,26107.29917
1013,屏東縣,53305,南方黑鮪,106,8788.234
1013,屏東縣,53399,其他鮪類,92,11046.10581
1013,屏東縣,53399,其他鮪類,93,6941.4346
1013,屏東縣,53399,其他鮪類,94,11398.2342
1013,屏東縣,53399,其他鮪類,95,11747.63448
1013,屏東縣,53399,其他鮪類,96,5981.811
1013,屏東縣,53399,其他鮪類,97,1676.99641
1013,屏東縣,53399,其他鮪類,98,1664.4326
1013,屏東縣,53399,其他鮪類,99,2129.764
1013,屏東縣,53399,其他鮪類,100,1934.8084
1013,屏東縣,53399,其他鮪類,101,3663.1145
1013,屏東縣,53399,其他鮪類,102,1633.4346
1013,屏東縣,53399,其他鮪類,103,844.55824
1013,屏東縣,53399,其他鮪類,104,947.6563
1013,屏東縣,53399,其他鮪類,105,2419.6425
1013,屏東縣,53399,其他鮪類,106,108.09832
1013,屏東縣,54001,劍旗魚,92,114757.731
1013,屏東縣,54001,劍旗魚,93,140559.4694
1013,屏東縣,54001,劍旗魚,94,201205.0596
1013,屏東縣,54001,劍旗魚,95,288714.6126
1013,屏東縣,54001,劍旗魚,96,324915.9312
1013,屏東縣,54001,劍旗魚,97,198115.942
1013,屏東縣,54001,劍旗魚,98,205067.3688
1013,屏東縣,54001,劍旗魚,99,167289.5478
1013,屏東縣,54001,劍旗魚,100,226000.3394
1013,屏東縣,54001,劍旗魚,101,238756.7882
1013,屏東縣,54001,劍旗魚,102,171707.904
1013,屏東縣,54001,劍旗魚,103,289828.6628
1013,屏東縣,54001,劍旗魚,104,313694.5153
1013,屏東縣,54001,劍旗魚,105,167439.9935
1013,屏東縣,54001,劍旗魚,106,195406.0741
1013,屏東縣,55001,紅肉旗魚,92,1827.02772
1013,屏東縣,55001,紅肉旗魚,93,1621.0656
1013,屏東縣,55001,紅肉旗魚,94,2764.8984
1013,屏東縣,55001,紅肉旗魚,95,3603.924
1013,屏東縣,55001,紅肉旗魚,96,8944.9864
1013,屏東縣,55001,紅肉旗魚,97,6699.1624
1013,屏東縣,55001,紅肉旗魚,98,11194.365
1013,屏東縣,55001,紅肉旗魚,99,16905
1013,屏東縣,55001,紅肉旗魚,100,25118.6219
1013,屏東縣,55001,紅肉旗魚,101,29162.4985
1013,屏東縣,55001,紅肉旗魚,102,15945.66768
1013,屏東縣,55001,紅肉旗魚,103,13683.44599
1013,屏東縣,55001,紅肉旗魚,104,16465.6153
1013,屏東縣,55001,紅肉旗魚,105,15010.4188
1013,屏東縣,55001,紅肉旗魚,106,19632.60196
1013,屏東縣,55003,黑皮旗魚,92,528174.0957
1013,屏東縣,55003,黑皮旗魚,93,561543.3657
1013,屏東縣,55003,黑皮旗魚,94,627649.499
1013,屏東縣,55003,黑皮旗魚,95,618219.7852
1013,屏東縣,55003,黑皮旗魚,96,647071.3485
1013,屏東縣,55003,黑皮旗魚,97,770966.55
1013,屏東縣,55003,黑皮旗魚,98,721609.773
1013,屏東縣,55003,黑皮旗魚,99,713377.3297
1013,屏東縣,55003,黑皮旗魚,100,665797.8744
1013,屏東縣,55003,黑皮旗魚,101,602435.7192
1013,屏東縣,55003,黑皮旗魚,102,484688.2436
1013,屏東縣,55003,黑皮旗魚,103,448516.148
1013,屏東縣,55003,黑皮旗魚,104,368147.1577
1013,屏東縣,55003,黑皮旗魚,105,345055.8155
1013,屏東縣,55003,黑皮旗魚,106,283131.6137
1013,屏東縣,55004,立翅旗魚,92,9345.03994
1013,屏東縣,55004,立翅旗魚,93,8756.8983
1013,屏東縣,55004,立翅旗魚,94,7591.6023
1013,屏東縣,55004,立翅旗魚,95,12384.1843
1013,屏東縣,55004,立翅旗魚,96,32440.961
1013,屏東縣,55004,立翅旗魚,97,12778.1108
1013,屏東縣,55004,立翅旗魚,98,30634.8536
1013,屏東縣,55004,立翅旗魚,99,49978.738
1013,屏東縣,55004,立翅旗魚,100,47045.2029
1013,屏東縣,55004,立翅旗魚,101,27915.00916
1013,屏東縣,55004,立翅旗魚,102,22442.92283
1013,屏東縣,55004,立翅旗魚,103,27604.75172
1013,屏東縣,55004,立翅旗魚,104,15934.27152
1013,屏東縣,55004,立翅旗魚,105,10873.6714
1013,屏東縣,55004,立翅旗魚,106,18863.43934
1013,屏東縣,55005,雨傘旗魚,92,5022.05052
1013,屏東縣,55005,雨傘旗魚,93,5143.32568
1013,屏東縣,55005,雨傘旗魚,94,10844.5125
1013,屏東縣,55005,雨傘旗魚,95,11598.581
1013,屏東縣,55005,雨傘旗魚,96,17569.54
1013,屏東縣,55005,雨傘旗魚,97,10293.65512
1013,屏東縣,55005,雨傘旗魚,98,11236.22072
1013,屏東縣,55005,雨傘旗魚,99,31467.7308
1013,屏東縣,55005,雨傘旗魚,100,30286.5323
1013,屏東縣,55005,雨傘旗魚,101,30115.57613
1013,屏東縣,55005,雨傘旗魚,102,24506.39827
1013,屏東縣,55005,雨傘旗魚,103,29860.20477
1013,屏東縣,55005,雨傘旗魚,104,25572.93759
1013,屏東縣,55005,雨傘旗魚,105,30360.1208
1013,屏東縣,55005,雨傘旗魚,106,27620.72332
1013,屏東縣,55099,其他旗魚,99,5.07
1013,屏東縣,55099,其他旗魚,100,1.9575
1013,屏東縣,55099,其他旗魚,101,5.92
1013,屏東縣,55099,其他旗魚,102,66.34
1013,屏東縣,55099,其他旗魚,103,304.80871
1013,屏東縣,55099,其他旗魚,104,428.3542
1013,屏東縣,55099,其他旗魚,105,163.38
1013,屏東縣,55099,其他旗魚,106,1993.7222
1013,屏東縣,5600X,大鯊,92,74083.8637
1013,屏東縣,5600X,大鯊,93,119350.7583
1013,屏東縣,5600X,大鯊,94,154062.5356
1013,屏東縣,5600X,大鯊,95,253024.5634
1013,屏東縣,5600X,大鯊,96,260684.931
1013,屏東縣,5600X,大鯊,97,270199.9596
1013,屏東縣,5600X,大鯊,98,212221.229
1013,屏東縣,5600X,大鯊,99,102135.8563
1013,屏東縣,5600X,大鯊,100,137953.5421
1013,屏東縣,5600X,大鯊,101,89486.2761
1013,屏東縣,5600X,大鯊,102,72655.15509
1013,屏東縣,5600Y,鯊條,97,3.927
1013,屏東縣,5600Y,鯊條,99,4.3092
1013,屏東縣,5600Y,鯊條,100,47.4944
1013,屏東縣,5600Y,鯊條,101,45.35039
1013,屏東縣,5600Y,鯊條,102,26.51057
1013,屏東縣,56100,真鯊屬,94,1838.6896
1013,屏東縣,56100,真鯊屬,95,2220.3756
1013,屏東縣,56100,真鯊屬,96,6193.164
1013,屏東縣,56100,真鯊屬,97,6550.74
1013,屏東縣,56100,真鯊屬,98,11592.941
1013,屏東縣,56100,真鯊屬,99,10992.9348
1013,屏東縣,56100,真鯊屬,100,14133.0982
1013,屏東縣,56100,真鯊屬,101,4713.6862
1013,屏東縣,56100,真鯊屬,102,3015.63624
1013,屏東縣,56100,真鯊屬,103,2028.86475
1013,屏東縣,56100,真鯊屬,104,547.72606
1013,屏東縣,56100,真鯊屬,105,1465.46245
1013,屏東縣,56100,真鯊屬,106,185.49622
1013,屏東縣,56201,鋸峰齒鯊,94,36053.52
1013,屏東縣,56201,鋸峰齒鯊,95,25052.5701
1013,屏東縣,56201,鋸峰齒鯊,96,50018.192
1013,屏東縣,56201,鋸峰齒鯊,97,80949.5018
1013,屏東縣,56201,鋸峰齒鯊,98,122928.8944
1013,屏東縣,56201,鋸峰齒鯊,99,207053.48
1013,屏東縣,56201,鋸峰齒鯊,100,381005.8224
1013,屏東縣,56201,鋸峰齒鯊,101,159209.6256
1013,屏東縣,56201,鋸峰齒鯊,102,138993.7955
1013,屏東縣,56201,鋸峰齒鯊,103,230251.1636
1013,屏東縣,56201,鋸峰齒鯊,104,196961.8875
1013,屏東縣,56201,鋸峰齒鯊,105,232807.233
1013,屏東縣,56201,鋸峰齒鯊,106,157128.6806
1013,屏東縣,56301,尖吻鯖鯊,95,119.6757
1013,屏東縣,56301,尖吻鯖鯊,99,440.3777
1013,屏東縣,56301,尖吻鯖鯊,100,1083.5944
1013,屏東縣,56301,尖吻鯖鯊,101,273.321
1013,屏東縣,56301,尖吻鯖鯊,102,1574.88008
1013,屏東縣,56301,尖吻鯖鯊,103,2091.29332
1013,屏東縣,56301,尖吻鯖鯊,104,2020.84752
1013,屏東縣,56301,尖吻鯖鯊,105,7794.0425
1013,屏東縣,56301,尖吻鯖鯊,106,13339.6853
1013,屏東縣,56400,雙髻鯊科,104,6.6
1013,屏東縣,56500,狐鯊科,104,1.19
1013,屏東縣,56999,其他鯊,103,132708.2282
1013,屏東縣,56999,其他鯊,104,27327.30422
1013,屏東縣,56999,其他鯊,105,28782.057
1013,屏東縣,56999,其他鯊,106,71021.00147
1013,屏東縣,57000,魟類,92,105
1013,屏東縣,57000,魟類,93,331.665
1013,屏東縣,57000,魟類,94,111.3175
1013,屏東縣,57000,魟類,95,65.46
1013,屏東縣,57000,魟類,96,88.785
1013,屏東縣,57000,魟類,97,92.097
1013,屏東縣,57000,魟類,98,75.009
1013,屏東縣,57000,魟類,99,152.76913
1013,屏東縣,57000,魟類,100,253.21675
1013,屏東縣,57000,魟類,101,124.04428
1013,屏東縣,57000,魟類,102,66.47533
1013,屏東縣,57000,魟類,103,173.32
1013,屏東縣,57000,魟類,104,150.124
1013,屏東縣,57000,魟類,105,329.708
1013,屏東縣,57000,魟類,106,269.061
1013,屏東縣,60000,單棘魨科,92,87.7716
1013,屏東縣,60000,單棘魨科,93,105.58
1013,屏東縣,60000,單棘魨科,94,123.1659
1013,屏東縣,60000,單棘魨科,95,68.23836
1013,屏東縣,60000,單棘魨科,96,54.012
1013,屏東縣,60000,單棘魨科,97,460.59442
1013,屏東縣,60000,單棘魨科,98,129.82639
1013,屏東縣,60000,單棘魨科,99,257.2732
1013,屏東縣,60000,單棘魨科,100,190.34366
1013,屏東縣,60000,單棘魨科,101,178.19529
1013,屏東縣,60000,單棘魨科,102,392.37624
1013,屏東縣,60000,單棘魨科,103,194.63249
1013,屏東縣,60000,單棘魨科,104,26.3745
1013,屏東縣,60000,單棘魨科,105,22.098
1013,屏東縣,60000,單棘魨科,106,0.42
1013,屏東縣,61000,翻車魨科,99,6.6
1013,屏東縣,61000,翻車魨科,101,36.435
1013,屏東縣,61000,翻車魨科,102,6.615
1013,屏東縣,61000,翻車魨科,103,51.395
1013,屏東縣,61000,翻車魨科,104,20.02904
1013,屏東縣,61000,翻車魨科,106,19.7
1013,屏東縣,62998,其他淡水魚類,92,25618.682
1013,屏東縣,62998,其他淡水魚類,93,33256.7101
1013,屏東縣,62998,其他淡水魚類,94,35308.4205
1013,屏東縣,62998,其他淡水魚類,95,39631.575
1013,屏東縣,62998,其他淡水魚類,96,34568.752
1013,屏東縣,62998,其他淡水魚類,97,27113.23
1013,屏東縣,62998,其他淡水魚類,98,43101.575
1013,屏東縣,62998,其他淡水魚類,99,43693.922
1013,屏東縣,62998,其他淡水魚類,100,21457.548
1013,屏東縣,62998,其他淡水魚類,101,50505.854
1013,屏東縣,62998,其他淡水魚類,102,30576.31028
1013,屏東縣,62998,其他淡水魚類,103,33159.05
1013,屏東縣,62998,其他淡水魚類,104,23997.51
1013,屏東縣,62998,其他淡水魚類,105,35108.439
1013,屏東縣,62998,其他淡水魚類,106,38640.31335
1013,屏東縣,62999,其他海水魚類,92,277737.44
1013,屏東縣,62999,其他海水魚類,93,307066.6469
1013,屏東縣,62999,其他海水魚類,94,443827.6443
1013,屏東縣,62999,其他海水魚類,95,436955.3425
1013,屏東縣,62999,其他海水魚類,96,352141.7617
1013,屏東縣,62999,其他海水魚類,97,310661.854
1013,屏東縣,62999,其他海水魚類,98,333844.8144
1013,屏東縣,62999,其他海水魚類,99,209484.3075
1013,屏東縣,62999,其他海水魚類,100,222179.9392
1013,屏東縣,62999,其他海水魚類,101,260948.9806
1013,屏東縣,62999,其他海水魚類,102,266024.3972
1013,屏東縣,62999,其他海水魚類,103,63308.08652
1013,屏東縣,62999,其他海水魚類,104,74490.79467
1013,屏東縣,62999,其他海水魚類,105,123783.3658
1013,屏東縣,62999,其他海水魚類,106,66284.50208
1013,屏東縣,63001,花枝,97,60.648
1013,屏東縣,63001,花枝,98,73.488
1013,屏東縣,63001,花枝,99,19.5
1013,屏東縣,63001,花枝,103,57.59645
1013,屏東縣,63001,花枝,104,76.47
1013,屏東縣,63001,花枝,105,36.252
1013,屏東縣,63001,花枝,106,102.088
1013,屏東縣,63002,烏賊,99,2.544
1013,屏東縣,63002,烏賊,100,92.4744
1013,屏東縣,63002,烏賊,101,19.55112
1013,屏東縣,63002,烏賊,102,15.0255
1013,屏東縣,63002,烏賊,103,7.0516
1013,屏東縣,63002,烏賊,104,0.8626
1013,屏東縣,63201,鎖管,98,18.86
1013,屏東縣,63201,鎖管,99,4.6
1013,屏東縣,63201,鎖管,100,17.687
1013,屏東縣,63201,鎖管,101,5.145
1013,屏東縣,63201,鎖管,102,7.36099
1013,屏東縣,63201,鎖管,103,6.5625
1013,屏東縣,63201,鎖管,104,1.47
1013,屏東縣,63202,軟翅,103,4.48
1013,屏東縣,63301,章魚,92,12176.14
1013,屏東縣,63301,章魚,93,703.76
1013,屏東縣,63301,章魚,95,354.43452
1013,屏東縣,63301,章魚,96,461.28
1013,屏東縣,63301,章魚,97,429.42
1013,屏東縣,63301,章魚,98,519.77925
1013,屏東縣,63301,章魚,99,534.8916
1013,屏東縣,63301,章魚,100,180.8375
1013,屏東縣,63301,章魚,101,230.3175
1013,屏東縣,63301,章魚,102,114.24234
1013,屏東縣,63301,章魚,103,28.92969
1013,屏東縣,63301,章魚,104,8.61176
1013,屏東縣,63999,其他頭足類,92,817.81
1013,屏東縣,63999,其他頭足類,93,956.11
1013,屏東縣,63999,其他頭足類,94,1079.848
1013,屏東縣,63999,其他頭足類,95,717.82125
1013,屏東縣,63999,其他頭足類,96,651.12
1013,屏東縣,63999,其他頭足類,97,631.995
1013,屏東縣,63999,其他頭足類,98,739.74
1013,屏東縣,63999,其他頭足類,99,1043.77
1013,屏東縣,63999,其他頭足類,100,544.41495
1013,屏東縣,63999,其他頭足類,101,671.43024
1013,屏東縣,63999,其他頭足類,102,684.7578
1013,屏東縣,63999,其他頭足類,103,491.77946
1013,屏東縣,63999,其他頭足類,104,59.955
1013,屏東縣,63999,其他頭足類,105,10.26
1013,屏東縣,64001,草對蝦,92,196152.81
1013,屏東縣,64001,草對蝦,93,179908.238
1013,屏東縣,64001,草對蝦,94,33051.8
1013,屏東縣,64001,草對蝦,95,82070
1013,屏東縣,64001,草對蝦,96,58784.8
1013,屏東縣,64001,草對蝦,97,24925.8656
1013,屏東縣,64001,草對蝦,98,21019.7494
1013,屏東縣,64001,草對蝦,99,21394.1
1013,屏東縣,64001,草對蝦,100,39003.43
1013,屏東縣,64001,草對蝦,101,6868.3
1013,屏東縣,64001,草對蝦,102,10332.19
1013,屏東縣,64001,草對蝦,103,2081
1013,屏東縣,64001,草對蝦,104,1863.897
1013,屏東縣,64001,草對蝦,105,1634.6
1013,屏東縣,64001,草對蝦,106,814.636
1013,屏東縣,64002,日本對蝦,92,27693
1013,屏東縣,64002,日本對蝦,93,22152
1013,屏東縣,64002,日本對蝦,94,1066
1013,屏東縣,64002,日本對蝦,95,320
1013,屏東縣,64002,日本對蝦,96,462
1013,屏東縣,64002,日本對蝦,104,2.9
1013,屏東縣,64003,多毛對蝦,92,1133
1013,屏東縣,64003,多毛對蝦,93,1672.5
1013,屏東縣,64004,彎角鷹爪蝦,92,0.4
1013,屏東縣,64004,彎角鷹爪蝦,97,1011.4496
1013,屏東縣,64004,彎角鷹爪蝦,98,497.898
1013,屏東縣,64004,彎角鷹爪蝦,99,150.9
1013,屏東縣,64005,刀額新對蝦,97,252
1013,屏東縣,64005,刀額新對蝦,98,3901
1013,屏東縣,64005,刀額新對蝦,99,5036.6
1013,屏東縣,64005,刀額新對蝦,101,948
1013,屏東縣,64005,刀額新對蝦,102,1205.75
1013,屏東縣,64006,羅氏沼蝦,92,2440968
1013,屏東縣,64006,羅氏沼蝦,93,2857844.523
1013,屏東縣,64006,羅氏沼蝦,94,3990240.96
1013,屏東縣,64006,羅氏沼蝦,95,3530666.02
1013,屏東縣,64006,羅氏沼蝦,96,3090029.95
1013,屏東縣,64006,羅氏沼蝦,97,3234366.43
1013,屏東縣,64006,羅氏沼蝦,98,2453112.695
1013,屏東縣,64006,羅氏沼蝦,99,2008167.372
1013,屏東縣,64006,羅氏沼蝦,100,2125792.589
1013,屏東縣,64006,羅氏沼蝦,101,2358547.775
1013,屏東縣,64006,羅氏沼蝦,102,2285800.387
1013,屏東縣,64006,羅氏沼蝦,103,2002190.013
1013,屏東縣,64006,羅氏沼蝦,104,1917406.35
1013,屏東縣,64006,羅氏沼蝦,105,1842605.005
1013,屏東縣,64006,羅氏沼蝦,106,1847051.944
1013,屏東縣,64007,鬚赤蝦,92,17372.7554
1013,屏東縣,64007,鬚赤蝦,93,14967.1808
1013,屏東縣,64007,鬚赤蝦,94,12001.4644
1013,屏東縣,64007,鬚赤蝦,95,13896.1375
1013,屏東縣,64007,鬚赤蝦,96,19826.4096
1013,屏東縣,64007,鬚赤蝦,97,7550.7264
1013,屏東縣,64007,鬚赤蝦,98,11927.7264
1013,屏東縣,64007,鬚赤蝦,99,19473.0564
1013,屏東縣,64007,鬚赤蝦,100,21530.0876
1013,屏東縣,64007,鬚赤蝦,101,13363.253
1013,屏東縣,64007,鬚赤蝦,102,7803.44454
1013,屏東縣,64007,鬚赤蝦,103,7734.3025
1013,屏東縣,64007,鬚赤蝦,104,9345.7314
1013,屏東縣,64007,鬚赤蝦,105,11251.725
1013,屏東縣,64007,鬚赤蝦,106,28552.1405
1013,屏東縣,64010,凡納對蝦,92,647150.75
1013,屏東縣,64010,凡納對蝦,93,503581.9
1013,屏東縣,64010,凡納對蝦,94,404385.083
1013,屏東縣,64010,凡納對蝦,95,551578.62
1013,屏東縣,64010,凡納對蝦,96,448509.915
1013,屏東縣,64010,凡納對蝦,97,375928.8624
1013,屏東縣,64010,凡納對蝦,98,259225.514
1013,屏東縣,64010,凡納對蝦,99,183875
1013,屏東縣,64010,凡納對蝦,100,188167.9049
1013,屏東縣,64010,凡納對蝦,101,126807.734
1013,屏東縣,64010,凡納對蝦,102,138185.3947
1013,屏東縣,64010,凡納對蝦,103,191824.6655
1013,屏東縣,64010,凡納對蝦,104,158903.978
1013,屏東縣,64010,凡納對蝦,105,189578.9
1013,屏東縣,64010,凡納對蝦,106,102020.089
1013,屏東縣,64011,晶瑩櫻蝦,94,203638.578
1013,屏東縣,64011,晶瑩櫻蝦,95,205539.4705
1013,屏東縣,64011,晶瑩櫻蝦,96,327272.7807
1013,屏東縣,64011,晶瑩櫻蝦,97,393348.6389
1013,屏東縣,64011,晶瑩櫻蝦,98,229042.1728
1013,屏東縣,64011,晶瑩櫻蝦,99,328868.61
1013,屏東縣,64011,晶瑩櫻蝦,100,301366.962
1013,屏東縣,64011,晶瑩櫻蝦,101,385542.7492
1013,屏東縣,64011,晶瑩櫻蝦,102,495144.897
1013,屏東縣,64011,晶瑩櫻蝦,103,478794.0677
1013,屏東縣,64011,晶瑩櫻蝦,104,493146.5226
1013,屏東縣,64011,晶瑩櫻蝦,105,482328.61
1013,屏東縣,64011,晶瑩櫻蝦,106,457218.6892
1013,屏東縣,64012,間型毛蝦,94,40007.4298
1013,屏東縣,64012,間型毛蝦,95,38973.9886
1013,屏東縣,64012,間型毛蝦,96,43652.5174
1013,屏東縣,64012,間型毛蝦,97,44693.0715
1013,屏東縣,64012,間型毛蝦,98,60131.4148
1013,屏東縣,64012,間型毛蝦,99,28805.04
1013,屏東縣,64012,間型毛蝦,100,102227.1895
1013,屏東縣,64012,間型毛蝦,101,58352.5734
1013,屏東縣,64012,間型毛蝦,102,35911.48598
1013,屏東縣,64012,間型毛蝦,103,35225.8224
1013,屏東縣,64012,間型毛蝦,104,50733.5
1013,屏東縣,64012,間型毛蝦,105,179754.75
1013,屏東縣,64012,間型毛蝦,106,56274.45579
1013,屏東縣,64099,其他蝦類,92,296297.6363
1013,屏東縣,64099,其他蝦類,93,416738.4594
1013,屏東縣,64099,其他蝦類,94,45.58
1013,屏東縣,64099,其他蝦類,95,1012.65
1013,屏東縣,64099,其他蝦類,96,690.48
1013,屏東縣,64099,其他蝦類,97,1226.17375
1013,屏東縣,64099,其他蝦類,98,1150.08357
1013,屏東縣,64099,其他蝦類,99,886.545
1013,屏東縣,64099,其他蝦類,100,973.35
1013,屏東縣,64099,其他蝦類,101,690.19875
1013,屏東縣,64099,其他蝦類,102,941.44413
1013,屏東縣,64099,其他蝦類,103,333.99935
1013,屏東縣,64099,其他蝦類,104,88.65616
1013,屏東縣,64099,其他蝦類,105,5.405
1013,屏東縣,64100,龍蝦科,92,4023.73788
1013,屏東縣,64100,龍蝦科,93,2657.46
1013,屏東縣,64100,龍蝦科,99,352
1013,屏東縣,64100,龍蝦科,100,540.56
1013,屏東縣,64100,龍蝦科,101,363.85
1013,屏東縣,64100,龍蝦科,102,3.42
1013,屏東縣,64100,龍蝦科,103,48.08194
1013,屏東縣,64100,龍蝦科,104,7.20822
1013,屏東縣,64100,龍蝦科,105,11.572
1013,屏東縣,64100,龍蝦科,106,6.49
1013,屏東縣,64101,蝦姑,92,1554.6
1013,屏東縣,64101,蝦姑,93,2316.8952
1013,屏東縣,64101,蝦姑,94,620.405
1013,屏東縣,64101,蝦姑,95,488.25
1013,屏東縣,64101,蝦姑,96,949.1906
1013,屏東縣,64201,鋸緣青蟹,92,127.75
1013,屏東縣,64201,鋸緣青蟹,103,18.312
1013,屏東縣,64201,鋸緣青蟹,105,0.594
1013,屏東縣,64202,遠海梭子蟹,103,83.11173
1013,屏東縣,64202,遠海梭子蟹,104,51.2448
1013,屏東縣,64202,遠海梭子蟹,105,344.5185
1013,屏東縣,64202,遠海梭子蟹,106,229.804
1013,屏東縣,64203,紅星梭子蟹,103,21.21687
1013,屏東縣,64203,紅星梭子蟹,105,7.7655
1013,屏東縣,64203,紅星梭子蟹,106,2.1404
1013,屏東縣,64204,銹斑蟳,103,32.93312
1013,屏東縣,64299,其他蟳蟹類,92,10781.1
1013,屏東縣,64299,其他蟳蟹類,93,10952.95
1013,屏東縣,64299,其他蟳蟹類,94,2193.3
1013,屏東縣,64299,其他蟳蟹類,95,5092.25
1013,屏東縣,64299,其他蟳蟹類,96,2787.5
1013,屏東縣,64299,其他蟳蟹類,97,3325
1013,屏東縣,64299,其他蟳蟹類,98,5512.5
1013,屏東縣,64299,其他蟳蟹類,99,4955.5325
1013,屏東縣,64299,其他蟳蟹類,100,5679.184
1013,屏東縣,64299,其他蟳蟹類,101,25037.075
1013,屏東縣,64299,其他蟳蟹類,102,24287.299
1013,屏東縣,64299,其他蟳蟹類,103,10420.57341
1013,屏東縣,64299,其他蟳蟹類,104,13423.138
1013,屏東縣,64299,其他蟳蟹類,105,13362.1
1013,屏東縣,64299,其他蟳蟹類,106,17267.19
1013,屏東縣,65002,文蛤,93,594
1013,屏東縣,65006,九孔,92,23516.2
1013,屏東縣,65006,九孔,93,15229.26
1013,屏東縣,65006,九孔,94,6591
1013,屏東縣,65006,九孔,95,3150
1013,屏東縣,65006,九孔,96,3763
1013,屏東縣,65006,九孔,97,15960
1013,屏東縣,65006,九孔,98,13250
1013,屏東縣,65006,九孔,99,8140
1013,屏東縣,65006,九孔,101,440
1013,屏東縣,65007,鳳螺,99,758.975
1013,屏東縣,65007,鳳螺,100,38.25
1013,屏東縣,65007,鳳螺,101,38.4
1013,屏東縣,65007,鳳螺,103,841.18779
1013,屏東縣,65007,鳳螺,104,261.45
1013,屏東縣,65007,鳳螺,106,0.279
1013,屏東縣,65008,西施舌,92,28042
1013,屏東縣,65008,西施舌,93,44209
1013,屏東縣,65008,西施舌,94,25240
1013,屏東縣,65008,西施舌,95,26060
1013,屏東縣,65008,西施舌,96,21118.1
1013,屏東縣,65008,西施舌,97,11858
1013,屏東縣,65008,西施舌,98,4862
1013,屏東縣,65008,西施舌,99,9366
1013,屏東縣,65008,西施舌,100,10695.72
